peptide_id,gene_id,transcript_id,genome,chromosome,start_pos,end_pos,strand,description,length
KRH45045,GLYMA_08G246200,KRH45045,Glycine_max_v2.0,8,21287367,21294872,1,hypothetical protein,69
KRG90390,GLYMA_20G088300,KRG90390,Glycine_max_v2.0,20,32939742,32940758,1,hypothetical protein,74
KRH08056,GLYMA_16G126800,KRH08056,Glycine_max_v2.0,16,27810428,27810814,-1,hypothetical protein,93
KRH45253,GLYMA_08G260900,KRH45253,Glycine_max_v2.0,8,24229598,24231127,1,hypothetical protein,88
KRG90440,GLYMA_20G091000,KRG90440,Glycine_max_v2.0,20,33441918,33443225,-1,hypothetical protein,75
KRH30954,GLYMA_11G217100,KRH30954,Glycine_max_v2.0,11,31172843,31173034,1,hypothetical protein,63
KRH03080,GLYMA_17G075600,KRH03080,Glycine_max_v2.0,17,5925518,5927385,1,hypothetical protein,98
KRG95063,GLYMA_19G127500,KRG95063,Glycine_max_v2.0,19,38614832,38616308,-1,hypothetical protein,96
KRH17674,GLYMA_13G007100,KRH17674,Glycine_max_v2.0,13,1962496,1962835,-1,hypothetical protein,87
KRH03506,GLYMA_17G101900,KRH03506,Glycine_max_v2.0,17,8004316,8005752,1,hypothetical protein,478
KRH48580,GLYMA_07G098600,KRH48580,Glycine_max_v2.0,7,9302240,9302667,1,hypothetical protein,58
KRH64585,GLYMA_04G243400,KRH64585,Glycine_max_v2.0,4,51133915,51136011,-1,hypothetical protein,677
KRH44142,GLYMA_08G192800,KRH44142,Glycine_max_v2.0,8,15504863,15506474,-1,hypothetical protein,49
KRH60028,GLYMA_05G215800,KRH60028,Glycine_max_v2.0,5,39635035,39636108,1,hypothetical protein,184
KRH55810,GLYMA_06G283700,KRH55810,Glycine_max_v2.0,6,47175681,47175890,-1,hypothetical protein,69
KRH76161,GLYMA_01G135700,KRH76161,Glycine_max_v2.0,1,45807857,45808383,1,hypothetical protein,86
KRH20610,GLYMA_13G189300,KRH20610,Glycine_max_v2.0,13,30273050,30283908,-1,hypothetical protein,702
KRH39915,GLYMA_09G227800,KRH39915,Glycine_max_v2.0,9,45208763,45211437,-1,hypothetical protein,210
KRH14550,GLYMA_14G033200,KRH14550,Glycine_max_v2.0,14,2405393,2412608,1,hypothetical protein,442
KRH31079,GLYMA_11G226300,KRH31079,Glycine_max_v2.0,11,32134657,32134944,1,hypothetical protein,95
KRH39962,GLYMA_09G230500,KRH39962,Glycine_max_v2.0,9,45413180,45418355,-1,hypothetical protein,697
KRH73565,GLYMA_02G280900,KRH73565,Glycine_max_v2.0,2,46314808,46315011,1,hypothetical protein,67
KRH15733,GLYMA_14G107800,KRH15733,Glycine_max_v2.0,14,11581264,11581555,-1,hypothetical protein,66
KRH06329,GLYMA_16G016900,KRH06329,Glycine_max_v2.0,16,1481288,1483272,-1,hypothetical protein,35
KRH12511,GLYMA_15G175700,KRH12511,Glycine_max_v2.0,15,16556263,16556469,-1,hypothetical protein,68
KRH69480,GLYMA_02G030600,KRH69480,Glycine_max_v2.0,2,2816975,2817148,1,hypothetical protein,57
KRH22947,GLYMA_13G329200,KRH22947,Glycine_max_v2.0,13,42383351,42384912,-1,hypothetical protein,94
KRH26905,GLYMA_12G201400,KRH26905,Glycine_max_v2.0,12,36206881,36207048,1,hypothetical protein,55
KRH32073,GLYMA_10G030400,KRH32073,Glycine_max_v2.0,10,2647643,2649118,1,hypothetical protein,90
KRH62806,GLYMA_04G133500,KRH62806,Glycine_max_v2.0,4,18996689,18996841,-1,hypothetical protein,50
KRH11597,GLYMA_15G119200,KRH11597,Glycine_max_v2.0,15,9384450,9385688,1,hypothetical protein,272
KRH14654,GLYMA_14G039700,KRH14654,Glycine_max_v2.0,14,2965547,2966614,1,hypothetical protein,80
KRG99119,GLYMA_18G122500,KRG99119,Glycine_max_v2.0,18,15559922,15560729,1,hypothetical protein,98
KRH30284,GLYMA_11G172900,KRH30284,Glycine_max_v2.0,11,18828160,18829183,1,hypothetical protein,76
KRH41170,GLYMA_08G0143002,KRH41170,Glycine_max_v2.0,8,1104814,1104846,-1,hypothetical protein,10
KRH64013,GLYMA_04G210800,KRH64013,Glycine_max_v2.0,4,48265587,48265817,1,hypothetical protein,76
KRH03565,GLYMA_17G105600,KRH03565,Glycine_max_v2.0,17,8283503,8284308,1,hypothetical protein,97
KRH61743,GLYMA_04G065400,KRH61743,Glycine_max_v2.0,4,5431613,5433378,-1,hypothetical protein,370
KRH46799,GLYMA_08G3572002,KRH46799,Glycine_max_v2.0,8,46966545,46966622,-1,hypothetical protein,25
KRH76208,GLYMA_01G139400,KRH76208,Glycine_max_v2.0,1,46707722,46707913,-1,hypothetical protein,63
KRG96404,GLYMA_19G208500,KRG96404,Glycine_max_v2.0,19,46350149,46350490,1,hypothetical protein,78
KRH53338,GLYMA_06G120000,KRH53338,Glycine_max_v2.0,6,9767737,9769157,1,hypothetical protein,79
KRH30206,GLYMA_11G167400,KRH30206,Glycine_max_v2.0,11,16491689,16494353,-1,hypothetical protein,382
KRH32939,GLYMA_10G087900,KRH32939,Glycine_max_v2.0,10,11448230,11448720,1,hypothetical protein,86
KRH02463,GLYMA_17G040200,KRH02463,Glycine_max_v2.0,17,2977007,2978077,1,hypothetical protein,106
KRH77490,GLYMA_01G216700,KRH77490,Glycine_max_v2.0,1,54706403,54706934,1,hypothetical protein,77
KRH43518,GLYMA_08G154700,KRH43518,Glycine_max_v2.0,8,11939131,11940996,-1,hypothetical protein,69
KRH12931,GLYMA_15G205700,KRH12931,Glycine_max_v2.0,15,28037515,28038044,-1,hypothetical protein,70
KRH08515,GLYMA_16G154500,KRH08515,Glycine_max_v2.0,16,31482579,31483619,-1,hypothetical protein,117
KRG98301,GLYMA_18G063600,KRG98301,Glycine_max_v2.0,18,5834557,5834989,-1,hypothetical protein,68
KRH75673,GLYMA_01G100300,KRH75673,Glycine_max_v2.0,1,33372275,33373541,1,hypothetical protein,69
KRG93553,GLYMA_19G024000,KRG93553,Glycine_max_v2.0,19,2759300,2770655,-1,hypothetical protein,356
KRH63046,GLYMA_04G151900,KRH63046,Glycine_max_v2.0,4,33852542,33852975,-1,hypothetical protein,69
KRH11896,GLYMA_15G137600,KRH11896,Glycine_max_v2.0,15,11203550,11204058,1,hypothetical protein,69
KRH20503,GLYMA_13G1830001,KRH20503,Glycine_max_v2.0,13,29617984,29618044,1,hypothetical protein,19
KRH54359,GLYMA_06G180200,KRH54359,Glycine_max_v2.0,6,15285207,15286585,1,hypothetical protein,52
KRH68022,GLYMA_03G203200,KRH68022,Glycine_max_v2.0,3,41161481,41162771,-1,hypothetical protein,193
KRG94310,GLYMA_19G075000,KRG94310,Glycine_max_v2.0,19,27204295,27204525,1,hypothetical protein,76
KRH67856,GLYMA_03G191600,KRH67856,Glycine_max_v2.0,3,40234455,40235594,1,hypothetical protein,75
KRH19278,GLYMA_13G109400,KRH19278,Glycine_max_v2.0,13,22321283,22322319,1,hypothetical protein,77
KRH73793,GLYMA_02G293800,KRH73793,Glycine_max_v2.0,2,47222713,47224116,1,hypothetical protein,63
KRH55428,GLYMA_06G254800,KRH55428,Glycine_max_v2.0,6,43396552,43398780,-1,hypothetical protein,174
KRH52319,GLYMA_06G061100,KRH52319,Glycine_max_v2.0,6,4608132,4610142,1,hypothetical protein,211
KRH46008,GLYMA_08G306700,KRH46008,Glycine_max_v2.0,8,42473455,42475589,1,hypothetical protein,88
KRG88659,GLYMA_U039000,KRG88659,,NA,NA,NA,NA,hypothetical protein,67
KRH16823,GLYMA_14G180000,KRH16823,Glycine_max_v2.0,14,44227969,44228148,1,hypothetical protein,59
KRH45612,GLYMA_08G283100,KRH45612,Glycine_max_v2.0,8,38896309,38905618,-1,hypothetical protein,582
KRH53618,GLYMA_06G135700,KRH53618,Glycine_max_v2.0,6,11149666,11150488,-1,hypothetical protein,89
KRH46810,GLYMA_08G357700,KRH46810,Glycine_max_v2.0,8,47007168,47007910,1,hypothetical protein,74
KRH69901,GLYMA_02G055600,KRH69901,Glycine_max_v2.0,2,5010209,5010367,-1,hypothetical protein,52
KRH54459,GLYMA_06G186700,KRH54459,Glycine_max_v2.0,6,16235049,16236180,1,hypothetical protein,90
KRH49563,GLYMA_07G1635001,KRH49563,Glycine_max_v2.0,7,21654134,21654516,1,hypothetical protein,22
KRH04374,GLYMA_17G1582002,KRH04374,Glycine_max_v2.0,17,13581853,13582295,-1,hypothetical protein,50
KRH49315,GLYMA_07G147100,KRH49315,Glycine_max_v2.0,7,17736926,17738629,-1,hypothetical protein,142
KRH04625,GLYMA_17G175100,KRH04625,Glycine_max_v2.0,17,18294542,18302075,1,hypothetical protein,355
KRH13818,GLYMA_15G266000,KRH13818,Glycine_max_v2.0,15,50110441,50111252,1,hypothetical protein,120
KRH21459,GLYMA_13G240400,KRH21459,Glycine_max_v2.0,13,35036079,35037587,-1,hypothetical protein,66
KRG89498,GLYMA_20G026800,KRG89498,Glycine_max_v2.0,20,2945576,2949745,-1,hypothetical protein,662
KRH33353,GLYMA_10G118000,KRH33353,Glycine_max_v2.0,10,29638103,29644079,-1,hypothetical protein,329
KRH20312,GLYMA_13G169600,KRH20312,Glycine_max_v2.0,13,28349593,28349965,1,hypothetical protein,69
KRH53769,GLYMA_06G144900,KRH53769,Glycine_max_v2.0,6,11782775,11786069,1,hypothetical protein,107
KRH34191,GLYMA_10G169000,KRH34191,Glycine_max_v2.0,10,40328572,40333303,1,hypothetical protein,687
KRH77818,GLYMA_01G235200,KRH77818,Glycine_max_v2.0,1,56104061,56109741,-1,hypothetical protein,886
KRH06680,GLYMA_16G039100,KRH06680,Glycine_max_v2.0,16,3686448,3688678,1,hypothetical protein,55
KRH08767,GLYMA_16G172900,KRH08767,Glycine_max_v2.0,16,33362617,33363232,-1,hypothetical protein,78
KRH43813,GLYMA_08G173200,KRH43813,Glycine_max_v2.0,8,13777848,13787918,1,hypothetical protein,564
KRH04004,GLYMA_17G133300,KRH04004,Glycine_max_v2.0,17,10738545,10740173,1,hypothetical protein,238
KRH37424,GLYMA_09G065400,KRH37424,Glycine_max_v2.0,9,6372529,6373253,1,hypothetical protein,150
KRG90627,GLYMA_20G104200,KRG90627,Glycine_max_v2.0,20,34663023,34667155,1,hypothetical protein,821
KRG88536,GLYMA_U006400,KRG88536,,NA,NA,NA,NA,hypothetical protein,53
KRH04750,GLYMA_17G184300,KRH04750,Glycine_max_v2.0,17,23453051,23456592,1,hypothetical protein,236
KRH28783,GLYMA_11G075900,KRH28783,Glycine_max_v2.0,11,5678664,5681623,1,hypothetical protein,349
KRH76668,GLYMA_01G167100,KRH76668,Glycine_max_v2.0,1,50497590,50498823,-1,hypothetical protein,78
KRH45882,GLYMA_08G298800,KRH45882,Glycine_max_v2.0,8,41681200,41682157,1,hypothetical protein,79
KRH40932,GLYMA_08G000200,KRH40932,Glycine_max_v2.0,8,15878,16721,1,hypothetical protein,86
KRG99604,GLYMA_18G156700,KRG99604,Glycine_max_v2.0,18,34725657,34725812,1,hypothetical protein,51
KRH74900,GLYMA_01G050600,KRH74900,Glycine_max_v2.0,1,6015600,6015962,1,hypothetical protein,68
KRH24355,GLYMA_12G036300,KRH24355,Glycine_max_v2.0,12,2646116,2646205,-1,hypothetical protein,29
KRH69198,GLYMA_02G011000,KRH69198,Glycine_max_v2.0,2,1043345,1043512,1,hypothetical protein,55
KRH19694,GLYMA_13G130500,KRH19694,Glycine_max_v2.0,13,24327115,24328374,-1,hypothetical protein,90
KRG93164,GLYMA_19G000600,KRG93164,Glycine_max_v2.0,19,58082,58449,-1,hypothetical protein,63
KRH77960,GLYMA_01G244400,KRH77960,Glycine_max_v2.0,1,56673832,56684432,1,hypothetical protein,1205
KRH11126,GLYMA_15G090600,KRH11126,Glycine_max_v2.0,15,6966380,6967073,1,hypothetical protein,66
KRH25589,GLYMA_12G113600,KRH25589,Glycine_max_v2.0,12,11159554,11161682,-1,hypothetical protein,116
KRH14386,GLYMA_14G022700,KRH14386,Glycine_max_v2.0,14,1615784,1617090,-1,hypothetical protein,69
KRG90375,GLYMA_20G087100,KRG90375,Glycine_max_v2.0,20,32535095,32536439,-1,hypothetical protein,80
KRH41043,GLYMA_08G006700,KRH41043,Glycine_max_v2.0,8,526131,527621,-1,hypothetical protein,496
KRH05070,GLYMA_17G205100,KRH05070,Glycine_max_v2.0,17,33323213,33327497,1,hypothetical protein,622
KRH39756,GLYMA_09G217400,KRH39756,Glycine_max_v2.0,9,44043509,44043694,1,hypothetical protein,61
KRH04882,GLYMA_17G193500,KRH04882,Glycine_max_v2.0,17,28314469,28316219,1,hypothetical protein,69
KRH46223,GLYMA_08G319600,KRH46223,Glycine_max_v2.0,8,43864441,43864671,1,hypothetical protein,76
KRH12306,GLYMA_15G165300,KRH12306,Glycine_max_v2.0,15,14340907,14344346,-1,hypothetical protein,424
KRH13448,GLYMA_15G239900,KRH13448,Glycine_max_v2.0,15,45485616,45486592,1,hypothetical protein,87
KRH15622,GLYMA_14G100100,KRH15622,Glycine_max_v2.0,14,9770124,9770678,1,hypothetical protein,68
KRG89738,GLYMA_20G045300,KRG89738,Glycine_max_v2.0,20,8414620,8414805,-1,hypothetical protein,61
KRH18577,GLYMA_13G068900,KRH18577,Glycine_max_v2.0,13,16875941,16876821,1,hypothetical protein,103
KRG90885,GLYMA_20G119900,KRG90885,Glycine_max_v2.0,20,36253466,36253669,1,hypothetical protein,67
KRH14495,GLYMA_14G029300,KRH14495,Glycine_max_v2.0,14,2142803,2143006,1,hypothetical protein,67
KRG90517,GLYMA_20G096300,KRG90517,Glycine_max_v2.0,20,33926214,33926937,1,hypothetical protein,111
KRH35787,GLYMA_10G264700,KRH35787,Glycine_max_v2.0,10,48881194,48881364,-1,hypothetical protein,56
KRH73285,GLYMA_02G265000,KRH73285,Glycine_max_v2.0,2,45006425,45006760,-1,hypothetical protein,111
KRH14530,GLYMA_14G032000,KRH14530,Glycine_max_v2.0,14,2329107,2329259,1,hypothetical protein,50
KRH31059,GLYMA_11G225100,KRH31059,Glycine_max_v2.0,11,31996677,31996862,-1,hypothetical protein,61
KRH15718,GLYMA_14G106600,KRH15718,Glycine_max_v2.0,14,11258509,11259352,1,hypothetical protein,81
KRH44036,GLYMA_08G186100,KRH44036,Glycine_max_v2.0,8,14904462,14907328,-1,hypothetical protein,152
KRH32017,GLYMA_10G026500,KRH32017,Glycine_max_v2.0,10,2315937,2316797,1,hypothetical protein,98
KRH51967,GLYMA_06G038700,KRH51967,Glycine_max_v2.0,6,2935243,2937127,1,hypothetical protein,332
KRG99071,GLYMA_18G118600,KRG99071,Glycine_max_v2.0,18,14662740,14667157,1,hypothetical protein,136
KRH72614,GLYMA_02G223200,KRH72614,Glycine_max_v2.0,2,41090623,41091660,-1,hypothetical protein,77
KRG98738,GLYMA_18G095000,KRG98738,Glycine_max_v2.0,18,9699176,9701215,1,hypothetical protein,249
KRH45294,GLYMA_08G263400,KRH45294,Glycine_max_v2.0,8,28537153,28537380,1,hypothetical protein,75
KRH02496,GLYMA_17G041800,KRH02496,Glycine_max_v2.0,17,3105478,3106020,1,hypothetical protein,82
KRG91077,GLYMA_20G131800,KRG91077,Glycine_max_v2.0,20,37237133,37237537,1,hypothetical protein,73
KRH43353,GLYMA_08G144300,KRH43353,Glycine_max_v2.0,8,10987162,10987428,-1,hypothetical protein,88
KRG89813,GLYMA_20G049000,KRG89813,Glycine_max_v2.0,20,9498310,9498774,-1,hypothetical protein,154
KRH13530,GLYMA_15G246300,KRH13530,Glycine_max_v2.0,15,46925913,46928986,-1,hypothetical protein,60
KRH65584,GLYMA_03G047300,KRH65584,Glycine_max_v2.0,3,5999232,5999660,-1,hypothetical protein,89
KRH50981,GLYMA_07G2545001,KRH50981,Glycine_max_v2.0,7,43132747,43132757,-1,hypothetical protein,3
KRH07238,GLYMA_16G075900,KRH07238,Glycine_max_v2.0,16,7650017,7650175,-1,hypothetical protein,52
KRH16627,GLYMA_14G166800,KRH16627,Glycine_max_v2.0,14,41254027,41254236,1,hypothetical protein,69
KRH54142,GLYMA_06G167100,KRH54142,Glycine_max_v2.0,6,13947219,13955741,-1,hypothetical protein,381
KRH23857,GLYMA_12G007400,KRH23857,Glycine_max_v2.0,12,547484,548356,-1,hypothetical protein,52
KRH09770,GLYMA_15G010700,KRH09770,Glycine_max_v2.0,15,813964,814206,1,hypothetical protein,53
KRH42460,GLYMA_08G090900,KRH42460,Glycine_max_v2.0,8,6836657,6838337,1,hypothetical protein,99
KRG94329,GLYMA_19G076600,KRG94329,Glycine_max_v2.0,19,27651331,27653602,1,hypothetical protein,56
KRH40010,GLYMA_09G233000,KRH40010,Glycine_max_v2.0,9,45594925,45596817,1,hypothetical protein,102
KRH66730,GLYMA_03G124600,KRH66730,Glycine_max_v2.0,3,33763170,33763361,1,hypothetical protein,63
KRH37936,GLYMA_09G099600,KRH37936,Glycine_max_v2.0,9,18099822,18100454,1,hypothetical protein,95
KRH60221,GLYMA_05G227500,KRH60221,Glycine_max_v2.0,5,40568314,40568490,-1,hypothetical protein,58
KRH08493,GLYMA_16G153300,KRH08493,Glycine_max_v2.0,16,31387861,31392064,-1,hypothetical protein,341
KRH72889,GLYMA_02G238900,KRH72889,Glycine_max_v2.0,2,42742465,42743004,-1,hypothetical protein,179
KRH13670,GLYMA_15G255500,KRH13670,Glycine_max_v2.0,15,48499387,48499856,1,hypothetical protein,76
KRH63034,GLYMA_04G150700,KRH63034,Glycine_max_v2.0,4,32925235,32925444,1,hypothetical protein,69
KRH26042,GLYMA_12G147800,KRH26042,Glycine_max_v2.0,12,20582838,20583005,-1,hypothetical protein,55
KRH28475,GLYMA_11G056300,KRH28475,Glycine_max_v2.0,11,4255281,4255406,1,hypothetical protein,41
KRH21281,GLYMA_13G230000,KRH21281,Glycine_max_v2.0,13,34211802,34212325,1,hypothetical protein,74
KRH15925,GLYMA_14G119500,KRH15925,Glycine_max_v2.0,14,16675464,16678743,-1,hypothetical protein,74
KRG94664,GLYMA_19G100100,KRG94664,Glycine_max_v2.0,19,34713859,34717025,1,hypothetical protein,109
KRH75342,GLYMA_01G079300,KRH75342,Glycine_max_v2.0,1,20705710,20713412,-1,hypothetical protein,279
KRG95395,GLYMA_19G148400,KRG95395,Glycine_max_v2.0,19,40889624,40890919,-1,hypothetical protein,81
KRH63819,GLYMA_04G199100,KRH63819,Glycine_max_v2.0,4,47129101,47131135,1,hypothetical protein,314
KRH03833,GLYMA_17G122800,KRH03833,Glycine_max_v2.0,17,9810524,9811673,1,hypothetical protein,88
KRH09943,GLYMA_15G020000,KRH09943,Glycine_max_v2.0,15,1549560,1549760,1,hypothetical protein,66
KRH20141,GLYMA_13G159200,KRH20141,Glycine_max_v2.0,13,27443410,27444227,1,hypothetical protein,144
KRH22152,GLYMA_13G281000,KRH22152,Glycine_max_v2.0,13,38229377,38229871,1,hypothetical protein,68
KRH36463,GLYMA_09G004000,KRH36463,Glycine_max_v2.0,9,320402,320602,-1,hypothetical protein,66
KRH14043,GLYMA_14G003100,KRH14043,Glycine_max_v2.0,14,304142,306158,1,hypothetical protein,535
KRH39043,GLYMA_09G174100,KRH39043,Glycine_max_v2.0,9,39867620,39867793,-1,hypothetical protein,57
KRH47394,GLYMA_07G026700,KRH47394,Glycine_max_v2.0,7,2094012,2094242,1,hypothetical protein,76
KRH30450,GLYMA_11G184600,KRH30450,Glycine_max_v2.0,11,25265163,25267323,-1,hypothetical protein,127
KRH26007,GLYMA_12G145000,KRH26007,Glycine_max_v2.0,12,19232589,19233028,-1,hypothetical protein,116
KRH58325,GLYMA_05G120300,KRH58325,Glycine_max_v2.0,5,31324564,31326569,1,hypothetical protein,476
KRG94415,GLYMA_19G083000,KRG94415,Glycine_max_v2.0,19,30093478,30094301,1,hypothetical protein,99
KRH61327,GLYMA_04G040800,KRH61327,Glycine_max_v2.0,4,3258237,3260585,1,hypothetical protein,449
KRH40318,GLYMA_09G251400,KRH40318,Glycine_max_v2.0,9,47187237,47192378,1,hypothetical protein,224
KRG95549,GLYMA_19G157600,KRG95549,Glycine_max_v2.0,19,41830384,41831431,1,hypothetical protein,63
KRH05787,GLYMA_17G248500,KRH05787,Glycine_max_v2.0,17,40378197,40378553,1,hypothetical protein,118
KRH13208,GLYMA_15G222900,KRH13208,Glycine_max_v2.0,15,40505971,40508103,-1,hypothetical protein,123
KRH71975,GLYMA_02G182700,KRH71975,Glycine_max_v2.0,2,31346546,31348731,-1,hypothetical protein,712
KRH03954,GLYMA_17G129400,KRH03954,Glycine_max_v2.0,17,10370176,10370524,1,hypothetical protein,78
KRG92572,GLYMA_20G219400,KRG92572,Glycine_max_v2.0,20,45503048,45504181,1,hypothetical protein,102
KRH02060,GLYMA_17G012900,KRH02060,Glycine_max_v2.0,17,990162,991370,1,hypothetical protein,68
KRG98555,GLYMA_18G080800,KRG98555,Glycine_max_v2.0,18,7758427,7759004,1,hypothetical protein,50
KRH36590,GLYMA_09G013200,KRH36590,Glycine_max_v2.0,9,1001910,1002824,-1,hypothetical protein,134
KRH18287,GLYMA_13G049300,KRH18287,Glycine_max_v2.0,13,14523282,14523864,1,hypothetical protein,64
KRG93787,GLYMA_19G041200,KRG93787,Glycine_max_v2.0,19,6002410,6005679,1,hypothetical protein,325
KRH54565,GLYMA_06G194700,KRH54565,Glycine_max_v2.0,6,17348228,17348476,-1,hypothetical protein,82
KRH33486,GLYMA_10G125900,KRH33486,Glycine_max_v2.0,10,33171187,33171431,1,hypothetical protein,67
KRH01402,GLYMA_18G274600,KRH01402,Glycine_max_v2.0,18,55695448,55697447,1,hypothetical protein,101
KRG88550,GLYMA_U005200,KRG88550,,NA,NA,NA,NA,hypothetical protein,60
KRH68273,GLYMA_03G220400,KRH68273,Glycine_max_v2.0,3,42351236,42352304,-1,hypothetical protein,223
KRH50578,GLYMA_07G229700,KRH50578,Glycine_max_v2.0,7,40962322,40963692,-1,hypothetical protein,68
KRH33487,GLYMA_10G126000,KRH33487,Glycine_max_v2.0,10,33176626,33177099,-1,hypothetical protein,77
KRH64310,GLYMA_04G229100,KRH64310,Glycine_max_v2.0,4,49807441,49809161,-1,hypothetical protein,137
KRH56645,GLYMA_05G010400,KRH56645,Glycine_max_v2.0,5,906094,906519,1,hypothetical protein,80
KRH08681,GLYMA_16G166200,KRH08681,Glycine_max_v2.0,16,32548190,32562650,1,hypothetical protein,104
KRH00521,GLYMA_18G218100,KRH00521,Glycine_max_v2.0,18,50517978,50520961,-1,hypothetical protein,42
KRG93898,GLYMA_19G047700,KRG93898,Glycine_max_v2.0,19,7466537,7467381,-1,hypothetical protein,244
KRG92751,GLYMA_20G228600,KRG92751,Glycine_max_v2.0,20,46283529,46284530,1,hypothetical protein,160
KRH32573,GLYMA_10G060500,KRH32573,Glycine_max_v2.0,10,5627247,5627432,-1,hypothetical protein,61
KRG94634,GLYMA_19G098700,KRG94634,Glycine_max_v2.0,19,34482395,34482935,-1,hypothetical protein,66
KRG99525,GLYMA_18G1517001,KRG99525,Glycine_max_v2.0,18,28553815,28554190,1,hypothetical protein,35
KRG99524,GLYMA_18G1517002,KRG99524,Glycine_max_v2.0,18,28548191,28549113,1,hypothetical protein,61
KRH66122,GLYMA_03G084200,KRH66122,Glycine_max_v2.0,3,23698481,23706813,-1,hypothetical protein,452
KRH24486,GLYMA_12G044300,KRH24486,Glycine_max_v2.0,12,3205323,3205957,1,hypothetical protein,78
KRH40568,GLYMA_09G267200,KRH40568,Glycine_max_v2.0,9,48517979,48520461,1,hypothetical protein,230
KRH57550,GLYMA_05G067900,KRH57550,Glycine_max_v2.0,5,6872714,6874397,1,hypothetical protein,59
KRH62649,GLYMA_04G121800,KRH62649,Glycine_max_v2.0,4,15351061,15352194,1,hypothetical protein,230
KRH36859,GLYMA_09G028900,KRH36859,Glycine_max_v2.0,9,2373281,2373961,1,hypothetical protein,226
KRH00662,GLYMA_18G227300,KRH00662,Glycine_max_v2.0,18,51642905,51643066,-1,hypothetical protein,53
KRH59508,GLYMA_05G187100,KRH59508,Glycine_max_v2.0,5,37351226,37351546,1,hypothetical protein,106
KRH48550,GLYMA_07G096200,KRH48550,Glycine_max_v2.0,7,9017867,9019978,1,hypothetical protein,94
KRH01460,GLYMA_18G278300,KRH01460,Glycine_max_v2.0,18,55991048,55996455,1,hypothetical protein,67
KRH52632,GLYMA_06G079300,KRH52632,Glycine_max_v2.0,6,6100180,6100899,-1,hypothetical protein,95
KRG99636,GLYMA_18G159200,KRG99636,Glycine_max_v2.0,18,36109986,36110673,1,hypothetical protein,64
KRH63557,GLYMA_04G184900,KRH63557,Glycine_max_v2.0,4,45438034,45442717,-1,hypothetical protein,400
KRG91701,GLYMA_20G169700,KRG91701,Glycine_max_v2.0,20,40724795,40726967,1,hypothetical protein,66
KRG97130,GLYMA_19G253400,KRG97130,Glycine_max_v2.0,19,49857994,49858726,1,hypothetical protein,69
KRH04523,GLYMA_17G1671001,KRH04523,Glycine_max_v2.0,17,15313251,15313384,-1,hypothetical protein,44
